"tyear","tmonth","id_sepomex","mean_absorption","total_units","total_available_units","ratio_available_to_total","cumulative_mean_absorption","delta_available_units","delta_ratio_available_to_total"
2023,1,11142.0,2.6606095397421927,1021,570,0.55827619980411361410,4.568929123259735,-0.07014681892332789560,-0.070146818923327895600
2023,4,11142.0,2.3997285807900615,1021,579,0.56709108716944172380,4.518482599016254,0.0157894736842105,0.015789473684210526322
2023,7,11142.0,2.7292883192797173,918,565,0.61546840958605664488,4.4778190926586054,-0.02417962003454231434,0.085307851791647382423
2008,1,11143.0,2.793333333333333,606,112,0.18481848184818481848,2.793333333333333,,
2008,4,11143.0,3.182,582,169,0.29037800687285223368,2.9876666666666667,0.5089285714285714,0.571152430044182621534
2008,7,11143.0,3.338,611,145,0.23731587561374795417,3.1044444444444443,-0.14201183431952662722,-0.182734676880465625293
2008,10,11143.0,3.5440000000000005,611,70,0.11456628477905073650,3.2143333333333333,-0.51724137931034482759,-0.517241379310344827569
2009,1,11143.0,3.155,431,64,0.14849187935034802784,3.202466666666667,-0.08571428571428571429,0.296121975472323500119
2009,4,11143.0,2.84,431,60,0.13921113689095127610,3.142055555555556,-0.06250000000000000000,-0.062500000000000000000
2009,7,11143.0,2.6125,431,65,0.15081206496519721578,3.0664047619047623,0.0833333333333333,0.083333333333333333369
2009,10,11143.0,2.3874999999999997,431,66,0.15313225058004640371,2.9815416666666668,0.0153846153846154,0.015384615384615384582
2010,1,11143.0,2.404,536,100,0.18656716417910447761,2.9173703703703704,0.5151515151515152,0.218340117593848937138
2010,4,11143.0,2.336,536,95,0.17723880597014925373,2.859233333333333,-0.05000000000000000000,-0.049999999999999999997
2010,7,11143.0,2.228,536,80,0.14925373134328358209,2.801848484848485,-0.15789473684210526316,-0.157894736842105263149
2010,10,11143.0,2.25,476,70,0.14705882352941176471,2.7558611111111113,-0.12500000000000000000,-0.014705882352941176446
2011,1,11143.0,2.035,476,78,0.16386554621848739496,2.7004102564102563,0.1142857142857143,0.114285714285714285697
2011,4,11143.0,2.0,476,59,0.12394957983193277311,2.6503809523809525,-0.24358974358974358974,-0.243589743589743589748
2011,7,11143.0,1.94,476,49,0.10294117647058823529,2.603022222222222,-0.16949152542372881356,-0.169491525423728813598
2011,10,11143.0,1.575,429,56,0.13053613053613053613,2.5387708333333334,0.1428571428571429,0.268065268065268065314
2012,1,11143.0,1.5525,429,43,0.10023310023310023310,2.4807549019607844,-0.23214285714285714286,-0.232142857142857142856
2012,4,11143.0,1.4924999999999997,429,42,0.09790209790209790210,2.425851851851852,-0.02325581395348837209,-0.023255813953488372070
2012,7,11143.0,1.38,309,36,0.11650485436893203883,2.37080701754386,-0.14285714285714285714,0.190013869625520110881
2012,10,11143.0,1.3133333333333335,309,36,0.11650485436893203883,2.3179333333333334,0.00000000000000000000,0.000000000000000000000
2013,1,11143.0,0.6799999999999999,117,34,0.29059829059829059829,2.239936507936508,-0.05555555555555555556,1.494301994301994302095
2013,4,11143.0,0.6799999999999999,117,31,0.26495726495726495726,2.1690303030303033,-0.08823529411764705882,-0.088235294117647058839
2013,7,11143.0,0.64,117,35,0.29914529914529914530,2.1025507246376813,0.1290322580645161,0.129032258064516129057
2013,10,11143.0,0.6950000000000001,117,25,0.21367521367521367521,2.043902777777778,-0.28571428571428571429,-0.285714285714285714300
2014,1,11143.0,0.6599999999999999,117,16,0.13675213675213675214,1.9885466666666667,-0.36000000000000000000,-0.359999999999999999974
2014,4,11143.0,0.645,117,16,0.13675213675213675214,1.936871794871795,0.00000000000000000000,0.000000000000000000000
2014,7,11143.0,0.65,117,13,0.11111111111111111111,1.88920987654321,-0.18750000000000000000,-0.187500000000000000027
2014,10,11143.0,0.595,117,18,0.15384615384615384615,1.8429880952380953,0.3846153846153846,0.384615384615384615364
2015,1,11143.0,0.54,117,25,0.21367521367521367521,1.7980574712643678,0.3888888888888889,0.388888888888888888900
2015,4,11143.0,0.5449999999999999,117,22,0.18803418803418803419,1.756288888888889,-0.12000000000000000000,-0.119999999999999999976
2015,7,11143.0,0.535,117,19,0.16239316239316239316,1.7168924731182795,-0.13636363636363636364,-0.136363636363636363658
2015,10,11143.0,0.52,117,18,0.15384615384615384615,1.6794895833333334,-0.05263157894736842105,-0.052631578947368421062
2016,1,11143.0,0.47,117,25,0.21367521367521367521,1.642838383838384,0.3888888888888889,0.388888888888888888900
2016,4,11143.0,0.485,117,19,0.16239316239316239316,1.6087843137254902,-0.24000000000000000000,-0.239999999999999999998
2016,7,11143.0,0.52,72,6,0.08333333333333333333,1.5776761904761907,-0.68421052631578947368,-0.486842105263157894750
2016,10,11143.0,0.51,72,6,0.08333333333333333333,1.5480185185185187,0.00000000000000000000,0.000000000000000000000
2017,1,11143.0,0.0,72,72,1.00000000000000000000,1.5061801801801802,11.0000000000000000,11.000000000000000000480
2017,4,11143.0,2.17,72,60,0.83333333333333333333,1.5236491228070177,-0.16666666666666666667,-0.166666666666666666670
2017,7,11143.0,1.45,72,60,0.83333333333333333333,1.5217606837606839,0.00000000000000000000,0.000000000000000000000
2017,10,11143.0,1.15,72,59,0.81944444444444444444,1.5124666666666668,-0.01666666666666666667,-0.016666666666666666668
2018,1,11143.0,1.78,72,44,0.61111111111111111111,1.5189918699186993,-0.25423728813559322034,-0.254237288135593220336
2018,4,11143.0,1.85,72,40,0.55555555555555555556,1.5268730158730162,-0.09090909090909090909,-0.090909090909090909082
2018,7,11143.0,1.97,72,32,0.44444444444444444444,1.5371782945736436,-0.20000000000000000000,-0.200000000000000000014
2018,10,11143.0,1.72,72,32,0.44444444444444444444,1.5413333333333334,0.00000000000000000000,0.000000000000000000000
2019,1,11143.0,1.54,72,32,0.44444444444444444444,1.541303703703704,0.00000000000000000000,0.000000000000000000000
2019,4,11143.0,1.47,72,29,0.40277777777777777778,1.5397536231884061,-0.09375000000000000000,-0.093749999999999999986
2019,7,11143.0,1.35,72,28,0.38888888888888888889,1.5357163120567376,-0.03448275862068965517,-0.034482758620689655175
2019,10,11143.0,1.24,72,28,0.38888888888888888889,1.5295555555555556,0.00000000000000000000,0.000000000000000000000
2020,1,11143.0,1.14,72,28,0.38888888888888888889,1.5216054421768708,0.00000000000000000000,0.000000000000000000000
2020,4,11143.0,1.06,72,28,0.38888888888888888889,1.5123733333333333,0.00000000000000000000,0.000000000000000000000
2020,7,11143.0,0.98,72,28,0.38888888888888888889,1.501934640522876,0.00000000000000000000,0.000000000000000000000
2020,10,11143.0,1.03,72,23,0.31944444444444444444,1.4928589743589744,-0.17857142857142857143,-0.178571428571428571442
2021,1,11143.0,1.06,72,18,0.25000000000000000000,1.4846918238993712,-0.21739130434782608696,-0.217391304347826086946
2021,4,11143.0,1.06,72,15,0.20833333333333333333,1.4768271604938275,-0.16666666666666666667,-0.166666666666666666680
2021,7,11143.0,1.055903,72,12,0.16666666666666666667,1.4691739939393942,-0.20000000000000000000,-0.199999999999999999971
2022,1,11143.0,0.955497,72,12,0.16666666666666666667,1.4600011904761907,0.00000000000000000000,0.000000000000000000000
2022,4,11143.0,0.914786967,72,12,0.16666666666666666667,1.4504360286608189,0.00000000000000000000,0.000000000000000000000
2022,7,11143.0,0.900588984,72,10,0.13888888888888888889,1.4409559072011495,-0.16666666666666666667,-0.166666666666666666677
2022,10,11143.0,0.863399,72,10,0.13888888888888888889,1.4311668070790962,0.00000000000000000000,0.000000000000000000000
2023,1,11143.0,0.8288478452066843,72,10,0.13888888888888888889,1.4211281577145558,0.00000000000000000000,0.000000000000000000000
2023,4,11143.0,0.8244067796610169,72,8,0.11111111111111111111,1.411345840041547,-0.20000000000000000000,-0.200000000000000000014
2023,7,11143.0,0.7931512433754586,72,8,0.11111111111111111111,1.4013749594501586,0.00000000000000000000,0.000000000000000000000
2016,10,11144.0,0.86,8,1,0.12500000000000000000,0.86,,
2017,1,11144.0,0.54,8,1,0.12500000000000000000,0.7,0.00000000000000000000,0.000000000000000000000
2008,1,11152.0,1.99,91,41,0.45054945054945054945,1.99,,
2008,4,11152.0,1.8599999999999999,91,34,0.37362637362637362637,1.9249999999999998,-0.17073170731707317073,-0.170731707317073170739
2008,7,11152.0,1.47,43,26,0.60465116279069767442,1.7733333333333332,-0.23529411764705882353,0.618331053351573187434
2008,10,11152.0,1.38,43,23,0.53488372093023255814,1.6749999999999998,-0.11538461538461538462,-0.115384615384615384617
2009,1,11152.0,1.32,43,20,0.46511627906976744186,1.6039999999999999,-0.13043478260869565217,-0.130434782608695652176
2009,4,11152.0,1.23,43,17,0.39534883720930232558,1.5416666666666667,-0.15000000000000000000,-0.150000000000000000002
2009,7,11152.0,1.2,43,15,0.34883720930232558140,1.4928571428571427,-0.11764705882352941176,-0.117647058823529411750
2009,10,11152.0,1.25,43,10,0.23255813953488372093,1.4625,-0.33333333333333333333,-0.333333333333333333343
2010,1,11152.0,1.16,43,9,0.20930232558139534884,1.4288888888888889,-0.10000000000000000000,-0.099999999999999999987
2010,4,11152.0,1.06,43,9,0.20930232558139534884,1.392,0.00000000000000000000,0.000000000000000000000
2010,7,11152.0,0.98,43,8,0.18604651162790697674,1.3545454545454545,-0.11111111111111111111,-0.111111111111111111143
2010,10,11152.0,0.85,43,10,0.23255813953488372093,1.3125,0.2500000000000000,0.250000000000000000027
2011,1,11152.0,0.84,43,8,0.18604651162790697674,1.2761538461538462,-0.20000000000000000000,-0.200000000000000000017
2011,4,11152.0,0.92,43,2,0.04651162790697674419,1.250714285714286,-0.75000000000000000000,-0.749999999999999999973
2011,7,11152.0,0.43,98,57,0.58163265306122448980,1.1960000000000002,27.5000000000000000,11.505102040816326529637
2011,10,11152.0,2.8066666666666666,98,45,0.45918367346938775510,1.2966666666666669,-0.21052631578947368421,-0.210526315789473684220
2012,1,11152.0,1.4166666666666667,98,41,0.41836734693877551020,1.3037254901960786,-0.08888888888888888889,-0.088888888888888888894
2012,4,11152.0,1.065,55,40,0.72727272727272727273,1.2904629629629634,-0.02439024390243902439,0.738359201773835920201
2012,7,11152.0,1.2200000000000002,55,31,0.56363636363636363636,1.2867543859649124,-0.22500000000000000000,-0.225000000000000000008
2012,10,11152.0,1.4949999999999999,55,16,0.29090909090909090909,1.297166666666667,-0.48387096774193548387,-0.483870967741935483869
2013,1,11152.0,1.24,55,15,0.27272727272727272727,1.2944444444444447,-0.06250000000000000000,-0.062500000000000000006
2013,4,11152.0,1.1199999999999999,55,12,0.21818181818181818182,1.2865151515151518,-0.20000000000000000000,-0.199999999999999999985
2013,7,11152.0,1.05,55,10,0.18181818181818181818,1.2762318840579712,-0.16666666666666666667,-0.166666666666666666682
2013,10,11152.0,1.08,55,3,0.05454545454545454545,1.2680555555555557,-0.70000000000000000000,-0.700000000000000000022
2014,1,11152.0,0.21,8,2,0.25000000000000000000,1.2257333333333336,-0.33333333333333333333,3.583333333333333333715
2014,4,11152.0,0.22,8,1,0.12500000000000000000,1.1870512820512822,-0.50000000000000000000,-0.500000000000000000000
2014,7,11152.0,0.2,8,1,0.12500000000000000000,1.1504938271604939,0.00000000000000000000,0.000000000000000000000
2008,1,11153.0,0.57,8,4,0.50000000000000000000,0.57,,
2008,4,11153.0,0.39,8,4,0.50000000000000000000,0.48,0.00000000000000000000,0.000000000000000000000
2008,7,11153.0,0.32,8,4,0.50000000000000000000,0.4266666666666667,0.00000000000000000000,0.000000000000000000000
2008,10,11153.0,0.26,8,4,0.50000000000000000000,0.385,0.00000000000000000000,0.000000000000000000000
2009,1,11153.0,0.22,8,4,0.50000000000000000000,0.352,0.00000000000000000000,0.000000000000000000000
2009,4,11153.0,0.17,8,4,0.50000000000000000000,0.32166666666666666,0.00000000000000000000,0.000000000000000000000
2010,1,11165.0,1.62,20,16,0.80000000000000000000,1.62,,
2010,4,11165.0,1.28,20,16,0.80000000000000000000,1.4500000000000002,0.00000000000000000000,0.000000000000000000000
2010,7,11165.0,0.63,20,16,0.80000000000000000000,1.1766666666666667,0.00000000000000000000,0.000000000000000000000
2010,10,11165.0,0.42,20,16,0.80000000000000000000,0.9875,0.00000000000000000000,0.000000000000000000000
2011,1,11165.0,0.24,20,17,0.85000000000000000000,0.8380000000000001,0.0625000000000000,0.062500000000000000000
2011,4,11165.0,0.33,20,15,0.75000000000000000000,0.7533333333333334,-0.11764705882352941176,-0.117647058823529411765
2011,7,11165.0,0.27,20,15,0.75000000000000000000,0.6842857142857144,0.00000000000000000000,0.000000000000000000000
2011,10,11165.0,0.22,20,15,0.75000000000000000000,0.6262500000000001,0.00000000000000000000,0.000000000000000000000
2012,1,11165.0,0.2,20,15,0.75000000000000000000,0.578888888888889,0.00000000000000000000,0.000000000000000000000
2012,4,11165.0,0.18,20,15,0.75000000000000000000,0.539,0.00000000000000000000,0.000000000000000000000
2012,7,11165.0,0.16,20,15,0.75000000000000000000,0.5045454545454546,0.00000000000000000000,0.000000000000000000000
2012,10,11165.0,0.15,20,15,0.75000000000000000000,0.4750000000000001,0.00000000000000000000,0.000000000000000000000
2013,1,11165.0,0.13,20,15,0.75000000000000000000,0.4484615384615385,0.00000000000000000000,0.000000000000000000000
2013,4,11165.0,0.13,20,15,0.75000000000000000000,0.42571428571428577,0.00000000000000000000,0.000000000000000000000
2013,7,11165.0,0.12,20,15,0.75000000000000000000,0.4053333333333334,0.00000000000000000000,0.000000000000000000000
2008,1,11169.0,1.7866666666666664,179,52,0.29050279329608938547,1.7866666666666664,,
2008,4,11169.0,2.295,124,29,0.23387096774193548387,2.040833333333333,-0.44230769230769230769,-0.194944168734491315126
2008,7,11169.0,2.0300000000000002,124,26,0.20967741935483870968,2.0372222222222223,-0.10344827586206896552,-0.103448275862068965502
2008,10,11169.0,1.4649999999999999,124,34,0.27419354838709677419,1.8941666666666666,0.3076923076923077,0.307692307692307692275
2009,1,11169.0,1.4249999999999998,124,29,0.23387096774193548387,1.8003333333333331,-0.14705882352941176471,-0.147058823529411764698
2009,4,11169.0,1.08,162,42,0.25925925925925925926,1.6802777777777775,0.4482758620689655,0.108556832694763729254
2009,7,11169.0,1.075,171,42,0.24561403508771929825,1.5938095238095236,0.00000000000000000000,-0.052631578947368421038
2009,10,11169.0,0.8949999999999999,162,40,0.24691358024691358025,1.506458333333333,-0.04761904761904761905,0.005291005291005291000
2010,1,11169.0,0.8150000000000001,162,38,0.23456790123456790123,1.4296296296296294,-0.05000000000000000000,-0.050000000000000000030
2010,4,11169.0,0.7550000000000001,162,37,0.22839506172839506173,1.3621666666666665,-0.02631578947368421053,-0.026315789473684210501
2010,7,11169.0,0.6875,162,37,0.22839506172839506173,1.300833333333333,0.00000000000000000000,0.000000000000000000000
2010,10,11169.0,0.63,98,32,0.32653061224489795918,1.2449305555555554,-0.13513513513513513514,0.429674572531715388832
2011,1,11169.0,0.6566666666666666,98,24,0.24489795918367346939,1.1996794871794871,-0.25000000000000000000,-0.249999999999999999985
2011,4,11169.0,0.7233333333333333,120,34,0.28333333333333333333,1.1656547619047617,0.4166666666666667,0.156944444444444444420
2011,7,11169.0,0.7333333333333333,114,18,0.15789473684210526316,1.1368333333333331,-0.47058823529411764706,-0.442724458204334365311
2011,10,11169.0,0.7533333333333334,120,15,0.12500000000000000000,1.1128645833333333,-0.16666666666666666667,-0.208333333333333333344
2012,1,11169.0,0.6900000000000001,117,14,0.11965811965811965812,1.0879901960784313,-0.06666666666666666667,-0.042735042735042735040
2012,4,11169.0,0.66,117,14,0.11965811965811965812,1.064212962962963,0.00000000000000000000,0.000000000000000000000
2012,7,11169.0,0.6733333333333333,117,6,0.05128205128205128205,1.043640350877193,-0.57142857142857142857,-0.571428571428571428583
2012,10,11169.0,0.62,117,9,0.07692307692307692308,1.0224583333333332,0.5000000000000000,0.500000000000000000098
2013,1,11169.0,0.485,57,3,0.05263157894736842105,0.9968650793650793,-0.66666666666666666667,-0.315789473684210526377
2013,4,11169.0,0.47,57,2,0.03508771929824561404,0.9729166666666665,-0.33333333333333333333,-0.333333333333333333207
2009,4,11213.0,0.18,3,2,0.66666666666666666667,0.18,,
2009,7,11213.0,0.94,73,67,0.91780821917808219178,0.5599999999999999,32.5000000000000000,0.376712328767123287663
2009,10,11213.0,4.57,73,22,0.30136986301369863014,1.8966666666666667,-0.67164179104477611940,-0.671641791044776119399
2010,1,11213.0,3.23,73,17,0.23287671232876712329,2.23,-0.22727272727272727273,-0.227272727272727272727
2010,4,11213.0,5.02,70,14,0.20000000000000000000,2.788,-0.17647058823529411765,-0.141176470588235294126
2010,7,11213.0,3.56,70,18,0.25714285714285714286,2.9166666666666665,0.2857142857142857,0.285714285714285714300
2010,10,11213.0,3.52,70,8,0.11428571428571428571,3.0028571428571427,-0.55555555555555555556,-0.555555555555555555577
2011,1,11213.0,3.24,70,3,0.04285714285714285714,3.0324999999999998,-0.62500000000000000000,-0.625000000000000000011
2015,10,11213.0,0.0,25,25,1.00000000000000000000,2.6955555555555555,7.3333333333333333,22.333333333333333334889
2016,1,11213.0,0.0,25,25,1.00000000000000000000,2.4259999999999997,0.00000000000000000000,0.000000000000000000000
2016,4,11213.0,0.2,25,24,0.96000000000000000000,2.223636363636363,-0.04000000000000000000,-0.040000000000000000000
2016,7,11213.0,0.36,25,22,0.88000000000000000000,2.068333333333333,-0.08333333333333333333,-0.083333333333333333333
2017,4,11213.0,0.17,25,22,0.88000000000000000000,1.9223076923076923,0.00000000000000000000,0.000000000000000000000
2015,1,11214.0,2.08,20,10,0.50000000000000000000,2.08,,
2015,4,11214.0,1.72,20,10,0.50000000000000000000,1.9,0.00000000000000000000,0.000000000000000000000
2015,7,11214.0,1.26,20,10,0.50000000000000000000,1.6866666666666665,0.00000000000000000000,0.000000000000000000000
2015,10,11214.0,0.89,20,10,0.50000000000000000000,1.4874999999999998,0.00000000000000000000,0.000000000000000000000
2016,1,11214.0,0.71,20,10,0.50000000000000000000,1.3319999999999999,0.00000000000000000000,0.000000000000000000000
2016,4,11214.0,0.59,20,10,0.50000000000000000000,1.2083333333333333,0.00000000000000000000,0.000000000000000000000
2016,7,11214.0,0.69,20,6,0.30000000000000000000,1.1342857142857141,-0.40000000000000000000,-0.400000000000000000000
2016,10,11214.0,0.69,20,4,0.20000000000000000000,1.0787499999999999,-0.33333333333333333333,-0.333333333333333333333
2017,1,11214.0,0.61,20,4,0.20000000000000000000,1.0266666666666664,0.00000000000000000000,0.000000000000000000000
2017,4,11214.0,0.54,20,4,0.20000000000000000000,0.9779999999999998,0.00000000000000000000,0.000000000000000000000
2017,7,11214.0,0.49,20,4,0.20000000000000000000,0.9336363636363635,0.00000000000000000000,0.000000000000000000000
2017,10,11214.0,0.53,20,1,0.05000000000000000000,0.8999999999999998,-0.75000000000000000000,-0.750000000000000000000
2018,1,11214.0,0.49,20,1,0.05000000000000000000,0.8684615384615383,0.00000000000000000000,0.000000000000000000000
2018,4,11214.0,0.46,20,1,0.05000000000000000000,0.8392857142857142,0.00000000000000000000,0.000000000000000000000
2008,1,11228.0,0.37,19,7,0.36842105263157894737,0.37,,
2008,4,11228.0,0.32,19,8,0.42105263157894736842,0.345,0.1428571428571429,0.142857142857142857135
2008,7,11228.0,0.05,19,17,0.89473684210526315789,0.24666666666666667,1.1250000000000000,1.124999999999999999994
2008,10,11228.0,0.0,19,19,1.00000000000000000000,0.185,0.1176470588235294,0.117647058823529411771
2009,1,11228.0,0.0,19,19,1.00000000000000000000,0.148,0.00000000000000000000,0.000000000000000000000
2009,4,11228.0,0.0,19,19,1.00000000000000000000,0.12333333333333334,0.00000000000000000000,0.000000000000000000000
2009,7,11228.0,0.0,19,19,1.00000000000000000000,0.10571428571428572,0.00000000000000000000,0.000000000000000000000
2009,10,11228.0,0.0,19,19,1.00000000000000000000,0.0925,0.00000000000000000000,0.000000000000000000000
2010,1,11228.0,0.0,19,19,1.00000000000000000000,0.08222222222222222,0.00000000000000000000,0.000000000000000000000
2015,4,11228.0,2.0,16,14,0.87500000000000000000,0.274,-0.26315789473684210526,-0.125000000000000000000
2015,7,11228.0,1.96,16,14,0.87500000000000000000,0.4272727272727273,0.00000000000000000000,0.000000000000000000000
2015,10,11228.0,1.48,16,10,0.62500000000000000000,0.515,-0.28571428571428571429,-0.285714285714285714286
2016,1,11228.0,0.93,16,9,0.56250000000000000000,0.5469230769230768,-0.10000000000000000000,-0.100000000000000000000
2016,4,11228.0,0.7,16,9,0.56250000000000000000,0.5578571428571428,0.00000000000000000000,0.000000000000000000000
2016,7,11228.0,0.485,24,11,0.45833333333333333333,0.553,0.2222222222222222,-0.185185185185185185191
2016,10,11228.0,0.43,24,10,0.41666666666666666667,0.5453125,-0.09090909090909090909,-0.090909090909090909077
2017,1,11228.0,0.13,8,7,0.87500000000000000000,0.5208823529411765,-0.30000000000000000000,1.099999999999999999983
2017,4,11228.0,0.09,8,7,0.87500000000000000000,0.49694444444444447,0.00000000000000000000,0.000000000000000000000
2017,7,11228.0,0.14,8,6,0.75000000000000000000,0.47815789473684217,-0.14285714285714285714,-0.142857142857142857143
2017,10,11228.0,0.0,8,3,0.37500000000000000000,0.45425000000000004,-0.50000000000000000000,-0.500000000000000000000
2018,1,11228.0,0.0,8,3,0.37500000000000000000,0.4326190476190477,0.00000000000000000000,0.000000000000000000000
2018,4,11228.0,0.0,8,3,0.37500000000000000000,0.4129545454545455,0.00000000000000000000,0.000000000000000000000
2008,1,11229.0,0.635,25,5,0.20000000000000000000,0.635,,
2008,4,11229.0,0.65,10,2,0.20000000000000000000,0.6425000000000001,-0.60000000000000000000,0.000000000000000000000
2010,10,11229.0,2.97,60,56,0.93333333333333333333,1.4183333333333337,27.0000000000000000,3.666666666666666666650
2011,1,11229.0,4.45,60,42,0.70000000000000000000,2.1762500000000005,-0.25000000000000000000,-0.249999999999999999997
2011,4,11229.0,7.065,192,122,0.63541666666666666667,3.154000000000001,1.9047619047619048,-0.092261904761904761900
2011,7,11229.0,5.745,192,89,0.46354166666666666667,3.585833333333334,-0.27049180327868852459,-0.270491803278688524589
2011,10,11229.0,8.82,132,40,0.30303030303030303030,4.333571428571429,-0.55056179775280898876,-0.346271705822267620032
2012,1,11229.0,9.93,132,2,0.01515151515151515152,5.033125,-0.95000000000000000000,-0.949999999999999999983
2015,4,11229.0,1.9,31,27,0.87096774193548387097,4.685,12.5000000000000000,56.483870967741935465625
2015,7,11229.0,1.16,31,25,0.80645161290322580645,4.3325,-0.07407407407407407407,-0.074074074074074074078
2015,10,11229.0,1.07,31,22,0.70967741935483870968,4.03590909090909,-0.12000000000000000000,-0.119999999999999999995
2016,1,11229.0,0.8,31,22,0.70967741935483870968,3.7662499999999994,0.00000000000000000000,0.000000000000000000000
2016,4,11229.0,1.04,31,16,0.51612903225806451613,3.556538461538461,-0.27272727272727272727,-0.272727272727272727274
2016,7,11229.0,0.98,31,14,0.45161290322580645161,3.372499999999999,-0.12500000000000000000,-0.125000000000000000007
2016,10,11229.0,0.93,31,12,0.38709677419354838710,3.209666666666666,-0.14285714285714285714,-0.142857142857142857130
2017,1,11229.0,0.9,31,10,0.32258064516129032258,3.065312499999999,-0.16666666666666666667,-0.166666666666666666675
2017,4,11229.0,1.01,31,4,0.12903225806451612903,2.9444117647058814,-0.60000000000000000000,-0.600000000000000000006
2017,7,11229.0,0.79,31,8,0.25806451612903225806,2.8247222222222215,1.0000000000000000,1.000000000000000000000
2017,10,11229.0,0.74,31,7,0.22580645161290322581,2.7149999999999994,-0.12500000000000000000,-0.124999999999999999971
2018,1,11229.0,0.69,31,7,0.22580645161290322581,2.613749999999999,0.00000000000000000000,0.000000000000000000000
2018,4,11229.0,0.64,31,7,0.22580645161290322581,2.519761904761904,0.00000000000000000000,0.000000000000000000000
2018,7,11229.0,0.59,31,7,0.22580645161290322581,2.432045454545454,0.00000000000000000000,0.000000000000000000000
2018,10,11229.0,0.53,31,8,0.25806451612903225806,2.349347826086956,0.1428571428571429,0.142857142857142857105
2019,1,11229.0,0.58,31,4,0.12903225806451612903,2.2756249999999993,-0.50000000000000000000,-0.500000000000000000000
2019,4,11229.0,0.525,39,8,0.20512820512820512821,2.2055999999999996,1.0000000000000000,0.589743589743589743655
2019,7,11229.0,0.465,39,9,0.23076923076923076923,2.138653846153846,0.1250000000000000,0.124999999999999999970
2019,10,11229.0,0.37,39,9,0.23076923076923076923,2.0731481481481477,0.00000000000000000000,0.000000000000000000000
2020,1,11229.0,0.24,39,11,0.28205128205128205128,2.007678571428571,0.2222222222222222,0.222222222222222222217
2020,4,11229.0,0.27,39,9,0.23076923076923076923,1.9477586206896549,-0.18181818181818181818,-0.181818181818181818179
2020,7,11229.0,0.28500000000000003,39,7,0.17948717948717948718,1.892333333333333,-0.22222222222222222222,-0.222222222222222222217
2020,10,11229.0,0.1,8,6,0.75000000000000000000,1.8345161290322578,-0.14285714285714285714,3.178571428571428571417
2021,1,11229.0,0.08,8,6,0.75000000000000000000,1.7796874999999996,0.00000000000000000000,0.000000000000000000000
2021,4,11229.0,0.19,15,10,0.66666666666666666667,1.731515151515151,0.6666666666666667,-0.111111111111111111107
2021,7,11229.0,0.168757,15,10,0.66666666666666666667,1.6855516764705878,0.00000000000000000000,0.000000000000000000000
2022,1,11229.0,0.222833,15,7,0.46666666666666666667,1.6437597142857139,-0.30000000000000000000,-0.299999999999999999999
2022,4,11229.0,0.206040079,15,7,0.46666666666666666667,1.6038230577499997,0.00000000000000000000,0.000000000000000000000
2022,7,11229.0,0.192206424,15,7,0.46666666666666666667,1.5656712568378375,0.00000000000000000000,0.000000000000000000000
2022,10,11229.0,0.313402,15,1,0.06666666666666666667,1.532716802710526,-0.85714285714285714286,-0.857142857142857142851
2008,1,11230.0,0.14,7,1,0.14285714285714285714,0.14,,
2008,4,11230.0,0.13,7,1,0.14285714285714285714,0.135,0.00000000000000000000,0.000000000000000000000
2008,7,11230.0,0.13,7,1,0.14285714285714285714,0.13333333333333333,0.00000000000000000000,0.000000000000000000000
2008,10,11230.0,0.12,7,1,0.14285714285714285714,0.13,0.00000000000000000000,0.000000000000000000000
2009,1,11230.0,0.52,20,11,0.55000000000000000000,0.20800000000000002,10.0000000000000000,2.850000000000000000077
2009,4,11230.0,0.5,20,10,0.50000000000000000000,0.25666666666666665,-0.09090909090909090909,-0.090909090909090909091
2009,7,11230.0,0.43,20,10,0.50000000000000000000,0.2814285714285714,0.00000000000000000000,0.000000000000000000000
2009,10,11230.0,0.38,20,10,0.50000000000000000000,0.29375,0.00000000000000000000,0.000000000000000000000
2010,1,11230.0,0.37,20,9,0.45000000000000000000,0.3022222222222222,-0.10000000000000000000,-0.100000000000000000000
2010,4,11230.0,0.31,20,10,0.50000000000000000000,0.30300000000000005,0.1111111111111111,0.111111111111111111111
2010,7,11230.0,0.28,20,10,0.50000000000000000000,0.30090909090909096,0.00000000000000000000,0.000000000000000000000
2010,10,11230.0,0.31,20,8,0.40000000000000000000,0.3016666666666667,-0.20000000000000000000,-0.200000000000000000000
2011,1,11230.0,0.34,20,6,0.30000000000000000000,0.3046153846153846,-0.25000000000000000000,-0.250000000000000000000
2011,4,11230.0,0.39,20,3,0.15000000000000000000,0.3107142857142858,-0.50000000000000000000,-0.500000000000000000000
2011,7,11230.0,0.36,20,3,0.15000000000000000000,0.31400000000000006,0.00000000000000000000,0.000000000000000000000
2011,10,11230.0,0.37,20,1,0.05000000000000000000,0.31750000000000006,-0.66666666666666666667,-0.666666666666666666667
2013,4,11230.0,1.22,14,7,0.50000000000000000000,0.37058823529411766,6.0000000000000000,9.000000000000000000000
2013,7,11230.0,0.99,14,6,0.42857142857142857143,0.405,-0.14285714285714285714,-0.142857142857142857140
2013,10,11230.0,0.78,14,5,0.35714285714285714286,0.4247368421052632,-0.16666666666666666667,-0.166666666666666666663
2014,1,11230.0,0.73,14,4,0.28571428571428571429,0.44000000000000006,-0.20000000000000000000,-0.199999999999999999994
