"tyear","tmonth","id_sepomex","capital_gain","delta_capital_gain_index"
2021,4,11069,1.2709682722282203,0.00943255315006808
2021,7,11069,1.2648661437569089,-0.004801165068120339
2021,10,11069,1.2767953030752888,0.009431163429632017
2022,1,11069,1.2890674272167004,0.009611661408726269
2022,4,11069,1.2978795947849142,0.006836079620164304
2022,7,11069,1.3226139715430225,0.019057528030716364
2022,10,11069,1.3441671713952887,0.016295911215213676
2023,1,11069,1.3690062275147428,0.018479142065097598
2023,4,11069,1.3990008729639976,0.02190979474483923
2017,1,11070,1.0218069182729501,0.021806918272950115
2017,4,11070,1.0436138365459,0.02134152537331402
2017,7,11070,1.0654207548188501,0.020895581784470707
2017,10,11070,1.0872276730918002,0.02046789324716869
2018,1,11070,1.1090345913647506,0.02005736131691438
2018,4,11070,1.1308415096377005,0.01966297394395511
2018,7,11070,1.1526484279106506,0.019283797143188286
2018,10,11070,1.1744553461836005,0.018918967609645065
2019,1,11070,1.199816677357813,0.021594121272149103
2019,4,11070,1.228732421433288,0.024100135146605917
2019,7,11070,1.2612025784100256,0.026425734692392844
2019,10,11070,1.2972271482880258,0.028563666531205234
2020,1,11070,1.316285737154861,0.014691790016873485
2020,4,11070,1.3330634117757658,0.012746225342507689
2020,7,11070,1.3594135638744713,0.019766615650792296
2020,10,11070,1.3767575735036766,0.012758449738998534
2021,1,11070,1.4020614216745466,0.01837930559297729
2021,4,11070,1.4206400416218474,0.01325093156411894
2021,7,11070,1.4206400416218474,0.0
2021,10,11070,1.4206400416218474,0.0
2022,1,11070,1.4342947526855954,0.009611661408726269
2022,4,11070,1.444099705813738,0.006836079620164304
2022,7,11070,1.4716206764364326,0.019057528030716364
2022,10,11070,1.4956020763221134,0.016295911215213676
2023,1,11070,1.5232395195633246,0.018479142065097598
2023,4,11070,1.5566133847841845,0.02190979474483923
2017,1,11071,1.0340031758350765,0.034003175835076505
2017,4,11071,1.0756566438966613,0.04028369451374725
2017,7,11071,1.1164846750045538,0.03795637886825065
2017,10,11071,1.1547359203411702,0.03426043025307113
2018,1,11071,1.1979265168193245,0.03740300766377258
2018,4,11071,1.2322638516553217,0.02866397425375311
2018,7,11071,1.2612890012380717,0.02355433014103281
2018,10,11071,1.2951480630583485,0.02684480859425631
2019,1,11071,1.3163340040756861,0.01635792973917538
2019,4,11071,1.340416043309605,0.018294778649913468
2019,7,11071,1.3647627910393767,0.01816357529536683
2019,10,11071,1.3850402241597068,0.014857844347358817
2020,1,11071,1.3995004752182507,0.010440311267722713
2020,4,11071,1.4116958843888145,0.008714115776675246
2020,7,11071,1.41959551444497,0.0055958440791059605
2020,10,11071,1.4279190040922234,0.0058632825777191755
2021,1,11071,1.4409290902969878,0.009111221412054338
2021,4,11071,1.4545207305266934,0.00943255315006808
2021,7,11071,1.4475373364044317,-0.004801165068120339
2021,10,11071,1.4611892975945562,0.009431163429632017
2022,1,11071,1.4752337543770897,0.009611661408726269
2022,4,11071,1.4853185697803655,0.006836079620164304
2022,7,11071,1.5136250700584983,0.019057528030716364
2022,10,11071,1.5382909698132932,0.016295911215213676
2023,1,11071,1.5667172671819298,0.018479142065097598
2023,4,11071,1.6010437209290813,0.02190979474483923
2017,1,11072,1.0340031758350765,0.034003175835076505
2017,4,11072,1.0756566438966613,0.04028369451374725
2017,7,11072,1.1164846750045538,0.03795637886825065
2017,10,11072,1.1547359203411702,0.03426043025307113
2018,1,11072,1.1979265168193245,0.03740300766377258
2018,4,11072,1.2322638516553217,0.02866397425375311
2018,7,11072,1.2612890012380717,0.02355433014103281
2018,10,11072,1.2951480630583485,0.02684480859425631
2019,1,11072,1.3163340040756861,0.01635792973917538
2019,4,11072,1.340416043309605,0.018294778649913468
2019,7,11072,1.3647627910393767,0.01816357529536683
2019,10,11072,1.3850402241597068,0.014857844347358817
2020,1,11072,1.3995004752182507,0.010440311267722713
2020,4,11072,1.4116958843888145,0.008714115776675246
2020,7,11072,1.41959551444497,0.0055958440791059605
2020,10,11072,1.4279190040922234,0.0058632825777191755
2021,1,11072,1.4409290902969878,0.009111221412054338
2021,4,11072,1.4545207305266934,0.00943255315006808
2021,7,11072,1.4475373364044317,-0.004801165068120339
2021,10,11072,1.4611892975945562,0.009431163429632017
2022,1,11072,1.4752337543770897,0.009611661408726269
2022,4,11072,1.4853185697803655,0.006836079620164304
2022,7,11072,1.5136250700584983,0.019057528030716364
2022,10,11072,1.5382909698132932,0.016295911215213676
2023,1,11072,1.5667172671819298,0.018479142065097598
2023,4,11072,1.6010437209290813,0.02190979474483923
2017,1,11073,1.0340031758350765,0.034003175835076505
2017,4,11073,1.0756566438966613,0.04028369451374725
2017,7,11073,1.1164846750045538,0.03795637886825065
2017,10,11073,1.1547359203411702,0.03426043025307113
2018,1,11073,1.1979265168193245,0.03740300766377258
2018,4,11073,1.2322638516553217,0.02866397425375311
2018,7,11073,1.2612890012380717,0.02355433014103281
2018,10,11073,1.2951480630583485,0.02684480859425631
2019,1,11073,1.3163340040756861,0.01635792973917538
2019,4,11073,1.340416043309605,0.018294778649913468
2019,7,11073,1.3647627910393767,0.01816357529536683
2019,10,11073,1.3850402241597068,0.014857844347358817
2020,1,11073,1.3995004752182507,0.010440311267722713
2020,4,11073,1.4116958843888145,0.008714115776675246
2020,7,11073,1.41959551444497,0.0055958440791059605
2020,10,11073,1.4279190040922234,0.0058632825777191755
2021,1,11073,1.4409290902969878,0.009111221412054338
2021,4,11073,1.4545207305266934,0.00943255315006808
2021,7,11073,1.4475373364044317,-0.004801165068120339
2021,10,11073,1.4611892975945562,0.009431163429632017
2022,1,11073,1.4752337543770897,0.009611661408726269
2022,4,11073,1.4853185697803655,0.006836079620164304
2022,7,11073,1.5136250700584983,0.019057528030716364
2022,10,11073,1.5382909698132932,0.016295911215213676
2023,1,11073,1.5667172671819298,0.018479142065097598
2023,4,11073,1.6010437209290813,0.02190979474483923
2017,1,11074,1.0340031758350765,0.034003175835076505
2017,4,11074,1.0756566438966613,0.04028369451374725
2017,7,11074,1.1164846750045538,0.03795637886825065
2017,10,11074,1.1547359203411702,0.03426043025307113
2018,1,11074,1.1979265168193245,0.03740300766377258
2018,4,11074,1.2322638516553217,0.02866397425375311
2018,7,11074,1.2612890012380717,0.02355433014103281
2018,10,11074,1.2951480630583485,0.02684480859425631
2019,1,11074,1.3163340040756861,0.01635792973917538
2019,4,11074,1.340416043309605,0.018294778649913468
2019,7,11074,1.3647627910393767,0.01816357529536683
2019,10,11074,1.3850402241597068,0.014857844347358817
2020,1,11074,1.3995004752182507,0.010440311267722713
2020,4,11074,1.4116958843888145,0.008714115776675246
2020,7,11074,1.41959551444497,0.0055958440791059605
2020,10,11074,1.4279190040922234,0.0058632825777191755
2021,1,11074,1.4409290902969878,0.009111221412054338
2021,4,11074,1.4545207305266934,0.00943255315006808
2021,7,11074,1.4475373364044317,-0.004801165068120339
2021,10,11074,1.4611892975945562,0.009431163429632017
2022,1,11074,1.4752337543770897,0.009611661408726269
2022,4,11074,1.4853185697803655,0.006836079620164304
2022,7,11074,1.5136250700584983,0.019057528030716364
2022,10,11074,1.5382909698132932,0.016295911215213676
2023,1,11074,1.5667172671819298,0.018479142065097598
2023,4,11074,1.6010437209290813,0.02190979474483923
2017,1,11075,1.0340031758350765,0.034003175835076505
2017,4,11075,1.0756566438966613,0.04028369451374725
2017,7,11075,1.1164846750045538,0.03795637886825065
2017,10,11075,1.1547359203411702,0.03426043025307113
2018,1,11075,1.1979265168193245,0.03740300766377258
2018,4,11075,1.2322638516553217,0.02866397425375311
2018,7,11075,1.2612890012380717,0.02355433014103281
2018,10,11075,1.2951480630583485,0.02684480859425631
2019,1,11075,1.3163340040756861,0.01635792973917538
2019,4,11075,1.340416043309605,0.018294778649913468
2019,7,11075,1.3647627910393767,0.01816357529536683
2019,10,11075,1.3850402241597068,0.014857844347358817
2020,1,11075,1.3995004752182507,0.010440311267722713
2020,4,11075,1.4116958843888145,0.008714115776675246
2020,7,11075,1.41959551444497,0.0055958440791059605
2020,10,11075,1.4279190040922234,0.0058632825777191755
2021,1,11075,1.4409290902969878,0.009111221412054338
2021,4,11075,1.4545207305266934,0.00943255315006808
2021,7,11075,1.4475373364044317,-0.004801165068120339
2021,10,11075,1.4611892975945562,0.009431163429632017
2022,1,11075,1.4752337543770897,0.009611661408726269
2022,4,11075,1.4853185697803655,0.006836079620164304
2022,7,11075,1.5136250700584983,0.019057528030716364
2022,10,11075,1.5382909698132932,0.016295911215213676
2023,1,11075,1.5667172671819298,0.018479142065097598
2023,4,11075,1.6010437209290813,0.02190979474483923
2017,1,11076,1.0340031758350765,0.034003175835076505
2017,4,11076,1.0756566438966613,0.04028369451374725
2017,7,11076,1.1164846750045538,0.03795637886825065
2017,10,11076,1.1547359203411702,0.03426043025307113
2018,1,11076,1.1979265168193245,0.03740300766377258
2018,4,11076,1.2322638516553217,0.02866397425375311
2018,7,11076,1.2612890012380717,0.02355433014103281
2018,10,11076,1.2951480630583485,0.02684480859425631
2019,1,11076,1.3163340040756861,0.01635792973917538
2019,4,11076,1.340416043309605,0.018294778649913468
2019,7,11076,1.3647627910393767,0.01816357529536683
2019,10,11076,1.3850402241597068,0.014857844347358817
2020,1,11076,1.3995004752182507,0.010440311267722713
2020,4,11076,1.4116958843888145,0.008714115776675246
2020,7,11076,1.41959551444497,0.0055958440791059605
2020,10,11076,1.4279190040922234,0.0058632825777191755
2021,1,11076,1.4409290902969878,0.009111221412054338
2021,4,11076,1.4545207305266934,0.00943255315006808
2021,7,11076,1.4475373364044317,-0.004801165068120339
2021,10,11076,1.4611892975945562,0.009431163429632017
2022,1,11076,1.4752337543770897,0.009611661408726269
2022,4,11076,1.4853185697803655,0.006836079620164304
2022,7,11076,1.5136250700584983,0.019057528030716364
2022,10,11076,1.5382909698132932,0.016295911215213676
2023,1,11076,1.5667172671819298,0.018479142065097598
2023,4,11076,1.6010437209290813,0.02190979474483923
2017,1,11077,1.0340031758350765,0.034003175835076505
2017,4,11077,1.0756566438966613,0.04028369451374725
2017,7,11077,1.1164846750045538,0.03795637886825065
2017,10,11077,1.1547359203411702,0.03426043025307113
2018,1,11077,1.1979265168193245,0.03740300766377258
2018,4,11077,1.2322638516553217,0.02866397425375311
2018,7,11077,1.2612890012380717,0.02355433014103281
2018,10,11077,1.2951480630583485,0.02684480859425631
2019,1,11077,1.3163340040756861,0.01635792973917538
2019,4,11077,1.340416043309605,0.018294778649913468
2019,7,11077,1.3647627910393767,0.01816357529536683
2019,10,11077,1.3850402241597068,0.014857844347358817
2020,1,11077,1.3995004752182507,0.010440311267722713
2020,4,11077,1.4116958843888145,0.008714115776675246
2020,7,11077,1.41959551444497,0.0055958440791059605
2020,10,11077,1.4279190040922234,0.0058632825777191755
2021,1,11077,1.4409290902969878,0.009111221412054338
2021,4,11077,1.4545207305266934,0.00943255315006808
2021,7,11077,1.4475373364044317,-0.004801165068120339
2021,10,11077,1.4611892975945562,0.009431163429632017
2022,1,11077,1.4752337543770897,0.009611661408726269
2022,4,11077,1.4853185697803655,0.006836079620164304
2022,7,11077,1.5136250700584983,0.019057528030716364
2022,10,11077,1.5382909698132932,0.016295911215213676
2023,1,11077,1.5667172671819298,0.018479142065097598
2023,4,11077,1.6010437209290813,0.02190979474483923
2017,1,11078,1.0113876796565735,0.011387679656573502
2017,4,11078,1.042919447006093,0.031176736659701332
2017,7,11078,1.0677526266405177,0.02381121543539466
2017,10,11078,1.1060691604817958,0.0358852161870431
2018,1,11078,1.1130109817534561,0.0062761186367736865
2018,4,11078,1.1071443816672775,-0.0052709274053490685
2018,7,11078,1.1083951820425981,0.0011297536220498117
2018,10,11078,1.109958481159467,0.0014104167378172772
2019,1,11078,1.130115455398456,0.018160115518855324
2019,4,11078,1.150715404657681,0.018228181165756974
2019,7,11078,1.1799904156313803,0.025440704847788265
2019,10,11078,1.2202737585625056,0.03413870349918979
2020,1,11078,1.2419634263715111,0.017774427792789815
2020,4,11078,1.2632101191602805,0.01710734176033113
2020,7,11078,1.2676285936348517,0.0034978143442268017
2020,10,11078,1.2607262374104484,-0.0054450935069325634
2021,1,11078,1.2037338767160246,-0.04520597652626557
2021,4,11078,1.1525984511982472,-0.042480673267485725
2021,7,11078,1.1236447984665008,-0.02512032937546116
2021,10,11078,1.1099705622963825,-0.012169536306117723
2022,1,11078,1.138931463710278,0.026091594135595253
2022,4,11078,1.1752312530957911,0.03187179434595633
2022,7,11078,1.204186516645793,0.024637928470441883
2022,10,11078,1.2178623636341668,0.011356917553326573
2023,1,11078,1.2403674152674982,0.018479142065097598
2023,4,11078,1.2675436107441957,0.02190979474483923
2017,1,11079,1.0340031758350765,0.034003175835076505
2017,4,11079,1.0756566438966613,0.04028369451374725
2017,7,11079,1.1164846750045538,0.03795637886825065
2017,10,11079,1.1547359203411702,0.03426043025307113
2018,1,11079,1.1979265168193245,0.03740300766377258
2018,4,11079,1.2322638516553217,0.02866397425375311
2018,7,11079,1.2612890012380717,0.02355433014103281
2018,10,11079,1.2951480630583485,0.02684480859425631
2019,1,11079,1.3163340040756861,0.01635792973917538
2019,4,11079,1.340416043309605,0.018294778649913468
2019,7,11079,1.3647627910393767,0.01816357529536683
2019,10,11079,1.3850402241597068,0.014857844347358817
2020,1,11079,1.3995004752182507,0.010440311267722713
2020,4,11079,1.4116958843888145,0.008714115776675246
2020,7,11079,1.41959551444497,0.0055958440791059605
2020,10,11079,1.4279190040922234,0.0058632825777191755
2021,1,11079,1.4409290902969878,0.009111221412054338
2021,4,11079,1.4545207305266934,0.00943255315006808
2021,7,11079,1.4475373364044317,-0.004801165068120339
2021,10,11079,1.4611892975945562,0.009431163429632017
2022,1,11079,1.4752337543770897,0.009611661408726269
2022,4,11079,1.4853185697803655,0.006836079620164304
2022,7,11079,1.5136250700584983,0.019057528030716364
2022,10,11079,1.5382909698132932,0.016295911215213676
2023,1,11079,1.5667172671819298,0.018479142065097598
2023,4,11079,1.6010437209290813,0.02190979474483923
2017,1,11080,1.0589775857964014,0.058977585796401444
2017,4,11080,1.1179551715928029,0.05569295005620689
2017,7,11080,1.1769327573892046,0.052754875414524394
2017,10,11080,1.235910343185606,0.05011126202930383
2018,1,11080,1.2948879289820074,0.04771995486694003
2018,4,11080,1.3170601209273365,0.017122865577069657
2018,7,11080,1.324487916423565,0.005639678385371383
2018,10,11080,1.3171713154706932,-0.005524097926561944
2019,1,11080,1.3126398107861326,-0.00344033052598125
2019,4,11080,1.3366542655715292,0.018294778649913468
2019,7,11080,1.360932685968111,0.01816357529536683
2019,10,11080,1.3811532119834582,0.014857844347358817
2020,1,11080,1.3955728814249806,0.010440311267722713
2020,4,11080,1.4077340650885062,0.008714115776675246
2020,7,11080,1.4156115254215875,0.0055958440791059605
2020,10,11080,1.4239116558154103,0.0058632825777191755
2021,1,11080,1.4368852301827495,0.009111221412054338
2021,4,11080,1.450438726486996,0.00943255315006808
2021,7,11080,1.4434749307399377,-0.004801165068120339
2021,10,11080,1.4570885787183228,0.009431163429632017
2022,1,11080,1.4710936207794856,0.009611661408726269
2022,4,11080,1.4811501338998498,0.006836079620164304
2022,7,11080,1.5093771940943455,0.019057528030716364
2022,10,11080,1.5339738708395751,0.016295911215213676
2023,1,11080,1.5623203919229673,0.018479142065097598
2023,4,11080,1.5965505110356764,0.02190979474483923
2017,1,11081,1.0340031758350765,0.034003175835076505
2017,4,11081,1.0756566438966613,0.04028369451374725
2017,7,11081,1.1164846750045538,0.03795637886825065
2017,10,11081,1.1547359203411702,0.03426043025307113
2018,1,11081,1.1979265168193245,0.03740300766377258
2018,4,11081,1.2322638516553217,0.02866397425375311
2018,7,11081,1.2612890012380717,0.02355433014103281
2018,10,11081,1.2951480630583485,0.02684480859425631
2019,1,11081,1.3163340040756861,0.01635792973917538
2019,4,11081,1.340416043309605,0.018294778649913468
2019,7,11081,1.3647627910393767,0.01816357529536683
2019,10,11081,1.3850402241597068,0.014857844347358817
2020,1,11081,1.3995004752182507,0.010440311267722713
2020,4,11081,1.4116958843888145,0.008714115776675246
2020,7,11081,1.41959551444497,0.0055958440791059605
2020,10,11081,1.4279190040922234,0.0058632825777191755
2021,1,11081,1.4409290902969878,0.009111221412054338
2021,4,11081,1.4545207305266934,0.00943255315006808
2021,7,11081,1.4475373364044317,-0.004801165068120339
2021,10,11081,1.4611892975945562,0.009431163429632017
2022,1,11081,1.4752337543770897,0.009611661408726269
2022,4,11081,1.4853185697803655,0.006836079620164304
2022,7,11081,1.5136250700584983,0.019057528030716364
2022,10,11081,1.5382909698132932,0.016295911215213676
2023,1,11081,1.5667172671819298,0.018479142065097598
2023,4,11081,1.6010437209290813,0.02190979474483923
2017,1,11082,1.0340031758350765,0.034003175835076505
2017,4,11082,1.0756566438966613,0.04028369451374725
2017,7,11082,1.1164846750045538,0.03795637886825065
2017,10,11082,1.1547359203411702,0.03426043025307113
2018,1,11082,1.1979265168193245,0.03740300766377258
2018,4,11082,1.2322638516553217,0.02866397425375311
2018,7,11082,1.2612890012380717,0.02355433014103281
2018,10,11082,1.2951480630583485,0.02684480859425631
2019,1,11082,1.3163340040756861,0.01635792973917538
2019,4,11082,1.340416043309605,0.018294778649913468
2019,7,11082,1.3647627910393767,0.01816357529536683
2019,10,11082,1.3850402241597068,0.014857844347358817
2020,1,11082,1.3995004752182507,0.010440311267722713
2020,4,11082,1.3407651064556583,-0.04196880944497916
2020,7,11082,1.2856718347755447,-0.04109091996416414
2020,10,11082,1.2537078841103264,-0.024861671385061124
2021,1,11082,1.2791007946752124,0.02025424812806831
2021,4,11082,1.2927501779834698,0.010671077185690603
2021,7,11082,1.3234821068159612,0.02377251951373105
2021,10,11082,1.3749386782551662,0.038879688039757054
2022,1,11082,1.3992136716376657,0.017655328027650796
2022,4,11082,1.454421818945487,0.03945655222422495
2022,7,11082,1.4889053236465946,0.023709424770669063
2022,10,11082,1.50266110183152,0.009238853516377432
2023,1,11082,1.499267259461268,-0.0022585547507122383
2023,4,11082,1.5431312457886495,0.02925694938682466
2017,1,11083,1.0340031758350765,0.034003175835076505
2017,4,11083,1.0756566438966613,0.04028369451374725
2017,7,11083,1.1164846750045538,0.03795637886825065
2017,10,11083,1.1547359203411702,0.03426043025307113
2018,1,11083,1.1979265168193245,0.03740300766377258
2018,4,11083,1.2322638516553217,0.02866397425375311
2018,7,11083,1.2612890012380717,0.02355433014103281
2018,10,11083,1.2951480630583485,0.02684480859425631
2019,1,11083,1.3163340040756861,0.01635792973917538
2019,4,11083,1.340416043309605,0.018294778649913468
2019,7,11083,1.3647627910393767,0.01816357529536683
2019,10,11083,1.3850402241597068,0.014857844347358817
2020,1,11083,1.3995004752182507,0.010440311267722713
2020,4,11083,1.4116958843888145,0.008714115776675246
2020,7,11083,1.41959551444497,0.0055958440791059605
2020,10,11083,1.4279190040922234,0.0058632825777191755
2021,1,11083,1.4409290902969878,0.009111221412054338
2021,4,11083,1.4545207305266934,0.00943255315006808
2021,7,11083,1.4475373364044317,-0.004801165068120339
2021,10,11083,1.4611892975945562,0.009431163429632017
2022,1,11083,1.4752337543770897,0.009611661408726269
2022,4,11083,1.4853185697803655,0.006836079620164304
2022,7,11083,1.5136250700584983,0.019057528030716364
2022,10,11083,1.5382909698132932,0.016295911215213676
2023,1,11083,1.5667172671819298,0.018479142065097598
2023,4,11083,1.6010437209290813,0.02190979474483923
2017,1,11084,1.0340031758350765,0.034003175835076505
2017,4,11084,1.0756566438966613,0.04028369451374725
2017,7,11084,1.1164846750045538,0.03795637886825065
2017,10,11084,1.1547359203411702,0.03426043025307113
2018,1,11084,1.1979265168193245,0.03740300766377258
2018,4,11084,1.2322638516553217,0.02866397425375311
2018,7,11084,1.2612890012380717,0.02355433014103281
2018,10,11084,1.2951480630583485,0.02684480859425631
2019,1,11084,1.3163340040756861,0.01635792973917538
2019,4,11084,1.340416043309605,0.018294778649913468
2019,7,11084,1.3647627910393767,0.01816357529536683
2019,10,11084,1.3850402241597068,0.014857844347358817
2020,1,11084,1.3995004752182507,0.010440311267722713
2020,4,11084,1.4116958843888145,0.008714115776675246
2020,7,11084,1.41959551444497,0.0055958440791059605
2020,10,11084,1.4279190040922234,0.0058632825777191755
2021,1,11084,1.4409290902969878,0.009111221412054338
2021,4,11084,1.4545207305266934,0.00943255315006808
2021,7,11084,1.4475373364044317,-0.004801165068120339
2021,10,11084,1.4611892975945562,0.009431163429632017
2022,1,11084,1.4752337543770897,0.009611661408726269
2022,4,11084,1.4853185697803655,0.006836079620164304
2022,7,11084,1.5136250700584983,0.019057528030716364
2022,10,11084,1.5382909698132932,0.016295911215213676
2023,1,11084,1.5667172671819298,0.018479142065097598
2023,4,11084,1.6010437209290813,0.02190979474483923
2017,1,11085,1.0149727151428958,0.014972715142895776
2017,4,11085,1.0299454302857918,0.014751840044082476
2017,7,11085,1.0449181454286878,0.0145373868387777
2017,10,11085,1.0598908605715835,0.014329079467514827
2018,1,11085,1.0748635757144795,0.014126657470016735
2018,4,11085,1.0898362908573755,0.013929874898722217
2018,7,11085,1.1048090060002715,0.013738499321872322
2018,10,11085,1.1197817211431675,0.01355231090765785
2019,1,11085,1.1347544362860633,0.013371101581842515
2019,4,11085,1.1497271514289595,0.013194674252078986
2019,7,11085,1.1646998665718553,0.013022842092827558
2019,10,11085,1.179672581714751,0.012855427885439807
2020,1,11085,1.194645296857647,0.012692263408489168
