"tyear","tmonth","id_sepomex","cap_rate","delta_cap_rate","median_cap_rate","delta_median_cap_rate"
2023,1,11495,0.062065971051904346,0.1792667117816611,0.0651517625231911,0.16953451548851906
2023,3,11495,0.06836441061441415,0.10147975542415266,0.06896635232354632,0.05854929556199484
2023,4,11495,0.05016248392816037,-0.2662485717739228,0.05461179461485646,-0.20813856649032836
2023,5,11495,0.059225031898135085,0.18066385992674405,0.06084003236689722,0.11404565251819143
2023,6,11495,0.05786284231888999,-0.02300023377932514,0.05482139039691531,-0.0989256865230832
2023,7,11495,0.05608441139109488,-0.03073528462348829,0.0589179725665187,0.0747259808615488
2023,8,11495,0.06177699338670283,0.10150025389250716,0.06063326530612245,0.029113234296498813
2023,9,11495,0.05604214725638187,-0.09283142179521087,0.057145617446214686,-0.057520370085620276
2023,10,11495,5.640488049868457,99.64725079259236,6.002655697162,104.04140064304467
2023,1,11496,0.04183982658581163,,0.040401550009093186,
2023,2,11496,0.10779219096243302,1.5763058730981117,0.10240871934604905,1.5347720402558784
2023,3,11496,0.0970866581715856,-0.0993164040480301,0.09403102040816327,-0.08180650037792891
2023,4,11496,0.06063724306371976,-0.3754317616272995,0.05888735294117647,-0.37374546521390106
2023,5,11496,0.052247708335777146,-0.13835613731855512,0.05126547560578905,-0.12943148154411077
2023,6,11496,0.057877538299539635,0.10775266787935656,0.059628095520061215,0.1631238141352156
2023,7,11496,0.050298457256107876,-0.13095030068844593,0.051616292054816895,-0.13436289378970412
2023,8,11496,0.06806975228278915,0.3533169006793595,0.07006119951040392,0.3573466190868262
2023,9,11496,0.055573579923345245,-0.18357893102842182,0.053637769637769624,-0.2344154822841058
2023,9,11497,0.0437389770723104,,0.0437389770723104,
2023,10,11497,0.051428571428571435,0.17580645161290365,0.051428571428571435,0.17580645161290365
2022,8,11498,0.04608271704454481,,0.047044322144119154,
2022,9,11498,0.03020568377679398,-0.34453335840427235,0.029293768297783355,-0.3773155406928258
2022,11,11498,0.05883542421216628,0.9478262649815454,0.0539,0.839981782203097
2023,1,11498,0.0502036412701063,-0.14671064342007512,0.048632368549936904,-0.0977297115039536
2023,2,11498,0.061357198641625754,0.22216630286856964,0.06095121951219512,0.2533055931587811
2023,3,11498,0.055395512768592774,-0.09716359294455257,0.06789460476787955,0.11391708502723552
2023,4,11498,0.043674641457154,-0.21158521197197178,0.047040000000000005,-0.3071614429331756
2023,5,11498,0.043586088873027874,-0.002027551484606982,0.04374114636786683,-0.07012869115929377
2023,6,11498,0.0508220837128471,0.166016153936148,0.048890705814268354,0.11772804039229534
2023,7,11498,0.04926579407709307,-0.030622310658242835,0.05049420560747663,0.032797640502467695
2023,8,11498,0.05270939348921054,0.0698983843988954,0.04927216018666222,-0.024201696137456596
2023,9,11498,0.04633592713763397,-0.12091708763223008,0.0463087997132917,-0.060142694416972065
2023,10,11498,0.04256643340038946,-0.08135142577481602,0.03906766917293233,-0.15636618925972723
2023,2,11499,0.083011659637807,,0.083011659637807,
2023,4,11499,0.06557228207111862,-0.21008347071699496,0.07323619871808049,-0.11776009493580053
2023,5,11499,0.049186067961904424,-0.2498954373959713,0.05513186813186812,-0.24720467341436148
